"('commonsub_og', 4)","('[1, 1, 0, 1, 0, 1, 0, 1, 1, 0]', 0)","('[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]', 1)","('[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]', 2)","('[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]', 3)","('[1, 1, 0, 0, 0, 0, 0, 0, 0, 0]', 4)",29,4,,"('commonsub_two', 5)","('[1, 0, 1, 1, 0, 1, 1, 0, 0, 0]', 0)","('[1, 0, 0, 0, 1, 1, 1, 0, 0, 0]', 1)","('[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]', 2)","('[1, 1, 1, 0, 1, 1, 1, 0, 1, 0]', 3)","('[1, 1, 0, 1, 1, 1, 0, 1, 0, 0]', 4)",34.4,4.8
"('commonsub_og', 9)","('[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]', 0)","('[1, 1, 0, 1, 1, 0, 0, 0, 0, 0]', 1)","('[1, 0, 0, 0, 1, 0, 0, 0, 0, 0]', 2)","('[1, 0, 0, 0, 1, 1, 0, 0, 0, 0]', 3)","('[1, 0, 0, 1, 1, 1, 0, 0, 0, 0]', 4)",29.7,5.9,,"('commonsub_two', 16)","('[1, 0, 0, 0, 1, 0, 0, 0, 0, 0]', 0)","('[1, 1, 0, 1, 1, 1, 1, 0, 0, 0]', 1)","('[1, 0, 0, 1, 1, 0, 1, 0, 0, 0]', 2)","('[1, 1, 0, 1, 0, 1, 1, 0, 0, 0]', 3)","('[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]', 4)",36.5,5.7
"('commonsub_og', 12)","('[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]', 0)","('[1, 0, 0, 0, 1, 0, 0, 0, 0, 0]', 1)","('[1, 1, 1, 1, 0, 1, 0, 1, 1, 0]', 2)","('[1, 0, 1, 0, 0, 0, 0, 0, 0, 0]', 3)","('[1, 1, 1, 0, 1, 1, 0, 1, 1, 0]', 4)",31.6,4.5,,"('commonsub_two', 2)","('[1, 0, 1, 0, 1, 1, 0, 1, 0, 0]', 0)","('[1, 0, 1, 1, 0, 1, 0, 1, 1, 0]', 1)","('[1, 1, 0, 1, 0, 1, 0, 0, 0, 0]', 2)","('[1, 0, 1, 0, 1, 0, 1, 1, 0, 0]', 3)","('[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]', 4)",36.6,5.9
"('commonsub_og', 15)","('[1, 1, 1, 1, 0, 1, 1, 1, 1, 0]', 0)","('[1, 1, 0, 1, 0, 0, 0, 0, 0, 0]', 1)","('[1, 0, 0, 0, 0, 1, 0, 0, 0, 0]', 2)","('[1, 1, 1, 1, 0, 1, 1, 0, 0, 0]', 3)","('[1, 1, 1, 1, 0, 0, 1, 1, 0, 0]', 4)",32.2,5,,"('commonsub_two', 18)","('[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]', 0)","('[1, 1, 1, 0, 1, 0, 1, 0, 0, 0]', 1)","('[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]', 2)","('[1, 0, 0, 0, 1, 0, 1, 0, 0, 0]', 3)","('[1, 1, 0, 1, 1, 1, 1, 1, 0, 0]', 4)",38.2,5
"('commonsub_og', 17)","('[1, 1, 1, 1, 1, 0, 1, 1, 0, 0]', 0)","('[1, 1, 1, 0, 1, 0, 0, 0, 0, 0]', 1)","('[1, 1, 0, 1, 0, 1, 0, 1, 0, 0]', 2)","('[1, 0, 1, 1, 0, 1, 1, 1, 1, 0]', 3)","('[1, 0, 1, 0, 0, 1, 0, 1, 0, 0]', 4)",33.2,5.3,,"('commonsub_two', 6)","('[1, 0, 1, 0, 0, 0, 1, 0, 0, 0]', 0)","('[1, 0, 1, 1, 0, 0, 1, 0, 0, 0]', 1)","('[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]', 2)","('[1, 1, 0, 1, 1, 0, 1, 1, 1, 0]', 3)","('[1, 1, 1, 1, 0, 1, 1, 1, 1, 0]', 4)",39.4,5.2
"('commonsub_og', 19)","('[1, 1, 0, 1, 1, 1, 1, 1, 1, 0]', 0)","('[1, 0, 0, 0, 1, 0, 1, 0, 0, 0]', 1)","('[1, 0, 1, 0, 1, 1, 0, 0, 0, 0]', 2)","('[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]', 3)","('[1, 0, 1, 0, 0, 0, 0, 0, 0, 0]', 4)",34.6,5.4,,"('commonsub_two', 0)","('[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]', 0)","('[1, 1, 1, 0, 1, 0, 0, 0, 0, 0]', 1)","('[1, 1, 1, 1, 0, 1, 1, 1, 1, 0]', 2)","('[1, 1, 1, 1, 1, 1, 1, 0, 1, 0]', 3)","('[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]', 4)",42.9,5.4
"('commonsub_og', 6)","('[1, 1, 1, 1, 1, 0, 1, 1, 0, 0]', 0)","('[1, 1, 1, 0, 0, 0, 0, 0, 0, 0]', 1)","('[1, 1, 1, 1, 1, 0, 1, 0, 1, 0]', 2)","('[1, 0, 0, 1, 1, 0, 1, 0, 0, 0]', 3)","('[1, 1, 0, 1, 1, 1, 1, 1, 0, 0]', 4)",39.4,5.8,,"('commonsub_two', 7)","('[1, 1, 1, 1, 1, 1, 1, 0, 1, 0]', 0)","('[1, 0, 1, 0, 0, 1, 1, 1, 0, 0]', 1)","('[1, 0, 1, 1, 1, 1, 1, 1, 0, 0]', 2)","('[1, 0, 0, 1, 0, 0, 0, 0, 0, 0]', 3)","('[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]', 4)",45.1,5.7
"('commonsub_og', 5)","('[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]', 0)","('[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]', 1)","('[1, 1, 0, 1, 1, 1, 1, 1, 1, 0]', 2)","('[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]', 3)","('[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]', 4)",43.6,6.4,,"('commonsub_two', 13)","('[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]', 0)","('[1, 0, 1, 1, 0, 1, 1, 1, 1, 0]', 1)","('[1, 0, 1, 1, 1, 1, 1, 1, 0, 0]', 2)","('[1, 1, 1, 1, 0, 1, 0, 1, 0, 0]', 3)","('[1, 0, 1, 0, 0, 1, 1, 0, 0, 0]', 4)",46.7,6.1
"('commonsub_og', 0)","('[1, 1, 1, 1, 1, 0, 1, 1, 1, 0]', 0)","('[1, 1, 0, 1, 0, 1, 1, 0, 0, 0]', 1)","('[1, 1, 1, 0, 1, 0, 1, 0, 0, 0]', 2)","('[1, 0, 1, 0, 1, 1, 1, 1, 1, 0]', 3)","('[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]', 4)",44.8,6,,"('commonsub_two', 12)","('[1, 1, 1, 1, 1, 1, 1, 0, 1, 0]', 0)","('[1, 0, 1, 1, 0, 0, 1, 0, 0, 0]', 1)","('[1, 1, 1, 1, 0, 1, 1, 1, 1, 0]', 2)","('[1, 1, 1, 0, 1, 1, 1, 1, 0, 0]', 3)","('[1, 0, 1, 1, 1, 1, 1, 1, 0, 0]', 4)",48.6,6.3
"('commonsub_og', 16)","('[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]', 0)","('[1, 0, 1, 1, 0, 1, 1, 1, 0, 0]', 1)","('[1, 1, 1, 1, 1, 0, 1, 1, 1, 0]', 2)","('[1, 1, 1, 0, 1, 1, 1, 1, 1, 0]', 3)","('[1, 0, 1, 1, 0, 1, 1, 1, 0, 0]', 4)",52.4,7.1,,"('commonsub_two', 14)","('[1, 0, 1, 1, 1, 1, 0, 0, 0, 0]', 0)","('[1, 1, 1, 1, 0, 1, 1, 1, 0, 0]', 1)","('[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]', 2)","('[1, 1, 0, 0, 0, 0, 0, 0, 0, 0]', 3)","('[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]', 4)",56.8,6.8
