14,"('[1, 0, 0, 1, 0, 1, 1, 0, 1, 0]', 0)","('[1, 1, 0, 1, 0, 0, 0, 1, 0, 1]', 1)","('[1, 0, 0, 1, 1, 0, 0, 1, 1, 1]', 2)",6,4
15,"('[1, 1, 0, 1, 1, 1, 0, 1, 1, 1]', 0)","('[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]', 1)","('[0, 1, 1, 0, 1, 0, 0, 1, 1, 1]', 2)",2,4,7
16,"('[0, 0, 0, 0, 1, 0, 0, 1, 1, 0]', 0)","('[1, 0, 0, 1, 0, 0, 0, 0, 0, 1]', 1)","('[0, 1, 1, 0, 1, 0, 0, 1, 1, 0]', 2)",7,8
17,"('[1, 1, 0, 0, 1, 1, 1, 0, 0, 1]', 0)","('[0, 0, 1, 0, 0, 0, 1, 0, 0, 1]', 1)","('[1, 0, 0, 1, 1, 0, 0, 1, 0, 0]', 2)",4,9,5
18,"('[1, 0, 1, 1, 0, 1, 0, 0, 0, 1]', 0)","('[0, 1, 1, 1, 0, 0, 1, 1, 1, 0]', 1)","('[1, 0, 0, 0, 0, 0, 0, 1, 1, 1]', 2)",4,5
19,"('[1, 0, 0, 1, 1, 1, 1, 0, 0, 1]', 0)","('[0, 0, 1, 0, 0, 0, 0, 1, 1, 0]', 1)","('[1, 0, 0, 1, 0, 0, 1, 0, 0, 0]', 2)",6,7,4
20,"('[1, 1, 1, 0, 0, 1, 1, 1, 0, 1]', 0)","('[1, 1, 0, 1, 1, 0, 0, 0, 0, 1]', 1)","('[1, 1, 0, 1, 1, 0, 1, 0, 1, 1]', 2)",8,7
21,"('[0, 0, 1, 0, 1, 0, 1, 0, 1, 1]', 0)","('[0, 0, 0, 0, 0, 1, 1, 1, 1, 0]', 1)","('[0, 1, 0, 1, 1, 1, 0, 0, 1, 1]', 2)",4,5,6
22,"('[0, 1, 1, 1, 1, 1, 0, 1, 0, 1]', 0)","('[0, 0, 1, 0, 0, 1, 1, 1, 1, 1]', 1)","('[1, 0, 0, 1, 1, 1, 1, 0, 1, 1]', 2)",7,6
23,"('[0, 0, 1, 0, 0, 0, 1, 1, 0, 1]', 0)","('[1, 0, 1, 1, 1, 0, 0, 0, 1, 1]', 1)","('[1, 1, 0, 0, 0, 1, 1, 0, 0, 0]', 2)",6,7
24,"('[0, 0, 0, 1, 1, 0, 1, 0, 1, 1]', 0)","('[0, 0, 1, 0, 1, 1, 0, 0, 1, 0]', 1)","('[0, 1, 0, 1, 0, 1, 0, 0, 1, 1]', 2)",7,4,8
